docdate,codigo_articulo,cantidad
2023-10-20,SOFUFW161M,1
2023-10-20,SOFUFW181,39
2023-10-20,SOFUFW185,0
2023-10-20,SOFUFW255P,1
2023-10-20,SOFUFW33,162
2023-10-20,SOFUFW83,2
2023-10-20,SOSWC1-611,2
2023-10-20,SOSWC1-811,1
2023-10-20,SOSWG2-210,42
2023-10-20,SOSWG2-214,4
2023-10-20,SOSWM1-111,1
2023-10-20,SOSWM2-210,1
2023-10-20,SOSWM2-235,2
2023-10-20,SOSWM2-251,1
2023-10-20,SOSWM3-215,7
2023-10-20,SOSWM3-225,1
2023-10-20,SOSWM3-315,10
2023-10-20,SOSWM3-325,5
2023-10-20,SOSWP2-409,8
2023-10-20,SOSWP2-410,10
2023-10-20,SOSWP2-411,10
2023-10-20,SOSWSWA2040N,1
2023-10-20,SOSWSWA2057,4
2023-10-20,SOSWSWA2650,4
2023-10-20,SOSWSWT2045,1
2023-10-20,SOSWT1-115,1
2023-10-21,AUACALM4,4
2023-10-21,AUACALR4,2
2023-10-21,AUACBD1522,1
2023-10-21,AUACPB400,1
2023-10-21,AUACRIM4F,1
2023-10-21,AUACRIM4Z,4
2023-10-21,AUELCR433,3
2023-10-21,HEELAG114,2
2023-10-21,HEELAG1141,3
2023-10-21,HEELAG1142KIT,7
2023-10-21,HEELAIRKIT20,1
2023-10-21,HEELAIRKIT5,1
2023-10-21,HEELCA6205,1
2023-10-21,HEELCA6256,0
2023-10-21,HEELCS1425,1
2023-10-21,HEELEP181,0
2023-10-21,HEELID600,2
2023-10-21,HEELRM9026,1
2023-10-21,HEELRT1512,1
2023-10-21,HEELVC0640P,-1
2023-10-21,HEELXID20,1
2023-10-21,HEFUFC25,1
2023-10-21,HEFUFCD21,3
2023-10-21,HEFUFG71,1
2023-10-21,MAEL2G10I,1
2023-10-21,SOELCSVM530,5
2023-10-21,SOELSI6140DV,1
2023-10-21,SOELSI7130MP,2
2023-10-21,SOELSI7150DV,3
2023-10-21,SOELSI9220MP,4
2023-10-21,SOFUFW181,4
2023-10-21,SOFUFW185,1
2023-10-21,SOFUFW255P,1
2023-10-21,SOSWC1-620,1
2023-10-21,SOSWC1-651,1
2023-10-21,SOSWC6-603,2
2023-10-21,SOSWG1-110,2
2023-10-21,SOSWG1-111,1
2023-10-21,SOSWM1-111,1
2023-10-21,SOSWM2-211,4
2023-10-21,SOSWM2-251,1
2023-10-21,SOSWM3-215,9
2023-10-21,SOSWM3-225,1
2023-10-21,SOSWM3-315,1
2023-10-21,SOSWM3-325,3
2023-10-21,SOSWM3-326,7
2023-10-21,SOSWP2-516,20
2023-10-21,SOSWSWT2035,1
2023-10-21,SOSWSWW2550,1
2023-10-23,AUAC265,1
2023-10-23,AUAC3-4-1,100
2023-10-23,AUACAE15,1
2023-10-23,AUACAE20,20
2023-10-23,AUACAE30,21
2023-10-23,AUACAH45,5
2023-10-23,AUACAL3900U,1
2023-10-23,AUACALM4,1
2023-10-23,AUACALR4,56
2023-10-23,AUACAR10SH,1
2023-10-23,AUACAR380,1
2023-10-23,AUACBD1522,1
2023-10-23,AUACDG1224,2
2023-10-23,AUACEG250,1
2023-10-23,AUACFX1000,50
2023-10-23,AUACHULK450,1
2023-10-23,AUACHULK950,1
2023-10-23,AUACKCP200C,1
2023-10-23,AUACMN20,2
2023-10-23,AUACOWL504,3
2023-10-23,AUACOWL608,2
2023-10-23,AUACPB400,3
2023-10-23,AUACRCBLT3,50
2023-10-23,AUACRIM4F,4
2023-10-23,AUACRIM4Z,18
2023-10-23,AUACRP120,1
2023-10-23,AUACSC901,5
2023-10-23,AUACSH1000,7
2023-10-23,AUELCR433,1
2023-10-23,AUELEE16,4
2023-10-23,AUELMC3,2
2023-10-23,AUELMC5,9
2023-10-23,AUELPA42,1
2023-10-23,HEELAG114,2
2023-10-23,HEELAG1141,1
2023-10-23,HEELAG1142KIT,46
2023-10-23,HEELAG1165,0
2023-10-23,HEELAG181,2
2023-10-23,HEELAIRKIT5,15
2023-10-23,HEELBV04,1
2023-10-23,HEELBV06,4
2023-10-23,HEELCA1012D,6
2023-10-23,HEELCA1024S,14
2023-10-23,HEELCA1510,12
2023-10-23,HEELCA2542D,13
2023-10-23,HEELCA6205,2
2023-10-23,HEELCA6256,1
2023-10-23,HEELDH164515,2
2023-10-23,HEELEB7056,3
2023-10-23,HEELEB90758,4
2023-10-23,HEELEP181,3
2023-10-23,HEELID600,24
2023-10-23,HEELJS750,1
2023-10-23,HEELPS250,2
2023-10-23,HEELPS350,4
2023-10-23,HEELPW1770,10
2023-10-23,HEELPW2275,4
2023-10-23,HEELPW2482,1
2023-10-23,HEELRM9026,7
2023-10-23,HEELRT1512,1
2023-10-23,HEELSP500,2
2023-10-23,HEELTA550,2
2023-10-23,HEELVC0115P,42
2023-10-23,HEELVC0535P,1
2023-10-23,HEELVC0640P,13
2023-10-23,HEELVC2525P,1
2023-10-23,HEELXAG20,6
2023-10-23,HEELXB0220,1
2023-10-23,HEELXCB20,2
2023-10-23,HEELXID20,15
2023-10-23,HEFUBFCD21,1
2023-10-23,HEFUCBFCD21,1
2023-10-23,HEFUFC25,3
2023-10-23,HEFUFCD12KIT,14
2023-10-23,HEFUFCD21,113
2023-10-23,HEFUFCS2511,4
2023-10-23,HEFUFD52,7
2023-10-23,HEFUFG71,5
2023-10-23,HEFUFHG18,22
2023-10-23,MAEL2G10I,1
2023-10-23,MAEL2G13,8
2023-10-23,MAEL2G25,1
2023-10-23,MAEL2G950,3
2023-10-23,MAELGPW2515,1
2023-10-23,SOELCSVM501,9
2023-10-23,SOELCSVM510,1
2023-10-23,SOELCSVM530,1
2023-10-23,SOELPES6300,27
2023-10-23,SOELPMS6505,13
2023-10-23,SOELSI6140DV,45
2023-10-23,SOELSI7130MP,25
2023-10-23,SOELSI7150DV,5
2023-10-23,SOELSI7160XP,4
2023-10-23,SOELSI8180MP,4
2023-10-23,SOELSI9180DV,1
2023-10-23,SOELSI9220DV,1
2023-10-23,SOELSI9220MP,1
2023-10-23,SOELSI9250DV,1
2023-10-23,SOFUFW125,1
2023-10-23,SOFUFW181,16
2023-10-23,SOFUFW185,2
2023-10-23,SOFUFW33,49
2023-10-23,SOFUFW81,10
2023-10-23,SOFUFW83,1
2023-10-23,SOSWC1-611,1
2023-10-23,SOSWC1-651,5
2023-10-23,SOSWC1-811,5
2023-10-23,SOSWC6-603,3
2023-10-23,SOSWG1-110,11
2023-10-23,SOSWG1-114,13
2023-10-23,SOSWG2-210,4
2023-10-23,SOSWG2-214,5
2023-10-23,SOSWM1-111,3
2023-10-23,SOSWM2-211,11
2023-10-23,SOSWM2-235,5
2023-10-23,SOSWM3-215,65
2023-10-23,SOSWM3-225,4
2023-10-23,SOSWM3-315,102
2023-10-23,SOSWM3-316,5
2023-10-23,SOSWM3-317,1
2023-10-23,SOSWP2-410,5
2023-10-23,SOSWP2-411,5
2023-10-23,SOSWP2-513,1
2023-10-23,SOSWP2-515,1
2023-10-23,SOSWP2-517,1
2023-10-23,SOSWPMSW02,1
2023-10-23,SOSWSWA153N,4
2023-10-23,SOSWSWA2040N,4
2023-10-23,SOSWSWA2650,1
2023-10-23,SOSWSWW2550,1
2023-10-23,SOSWT1-111,3
2023-10-24,AUAC265,3
2023-10-24,AUACAC24NE,2
2023-10-24,AUACAE20,1
2023-10-24,AUACAE30,2
2023-10-24,AUACAH45,1
2023-10-24,AUACALR4,8
2023-10-24,AUACAR10SC901,1
2023-10-24,AUACAR200,2
2023-10-24,AUACAR380,1
2023-10-24,AUACAT42,2
2023-10-24,AUACBD1100,10
2023-10-24,AUACBD1522,1
2023-10-24,AUACBD850,1
2023-10-24,AUACBL05,2
2023-10-24,AUACEL12,6
2023-10-24,AUACFC351,15
2023-10-24,AUACFL85265,1
2023-10-24,AUACFX1000,1
2023-10-24,AUACHULK450,1
2023-10-24,AUACKCP200C,1
2023-10-24,AUACKCP400C,1
2023-10-24,AUACKCP401R,1
2023-10-24,AUACKCP551R,1
2023-10-24,AUACKCP975R,1
2023-10-24,AUACMN20,2
2023-10-24,AUACOWL504,2
2023-10-24,AUACOWL608,1
2023-10-24,AUACPB400,2
2023-10-24,AUACRCBLT3,1
2023-10-24,AUACRIM4F,4
2023-10-24,AUACRIM4Z,10
2023-10-24,AUACRP120,2
2023-10-24,AUACSC901,2
2023-10-24,AUACV515,4
2023-10-24,AUELCR433,11
2023-10-24,AUELEE16,2
2023-10-24,AUELMC12,2
2023-10-24,AUELMC5,2
2023-10-24,AUELME611,2
2023-10-24,AUELME811,3
2023-10-24,AUELPA42,1
2023-10-24,HEELAG114,1
2023-10-24,HEELAG1141,2
2023-10-24,HEELAG1142KIT,9
2023-10-24,HEELAG181,1
2023-10-24,HEELAIRKIT5,5
2023-10-24,HEELBV05,1
2023-10-24,HEELCA1012D,2
2023-10-24,HEELCA1024S,9
2023-10-24,HEELCA1510,1
2023-10-24,HEELCA2542D,2
2023-10-24,HEELCA6205,8
2023-10-24,HEELCA6256,1
2023-10-24,HEELCHS16,2
2023-10-24,HEELCS1425,1
2023-10-24,HEELEP181,1
2023-10-24,HEELID600,7
2023-10-24,HEELMS1021S,1
2023-10-24,HEELPS350,4
2023-10-24,HEELPW2275,2
2023-10-24,HEELPW2482,1
2023-10-24,HEELRM9026,1
2023-10-24,HEELTA375,1
2023-10-24,HEELVC0115P,4
2023-10-24,HEELVC0535P,5
2023-10-24,HEELVC0640P,2
2023-10-24,HEELXAG20,1
2023-10-24,HEELXID20,2
2023-10-24,HEFUCBFCD21,21
2023-10-24,HEFUFC25,1
2023-10-24,HEFUFCD10,-1
2023-10-24,HEFUFCD12KIT,55
2023-10-24,HEFUFCD21,2
2023-10-24,HEFUFCS2511,8
2023-10-24,HEFUFD52,4
2023-10-24,HEFUFG71,107
2023-10-24,HEFUFHG18,4
2023-10-24,HEFUFPS25,1
2023-10-24,SOELCSVM501,3
2023-10-24,SOELPES6300,3
2023-10-24,SOELSI6140DV,12
2023-10-24,SOELSI7130MP,2
2023-10-24,SOELSI8180MP,1
2023-10-24,SOELSI8300MG,2
2023-10-24,SOFUFW161M,1
2023-10-24,SOFUFW181,75
2023-10-24,SOFUFW185,1
2023-10-24,SOFUFW33,18
2023-10-24,SOFUFW35,0
2023-10-24,SOSWC1-611,3
2023-10-24,SOSWC6-603,6
2023-10-24,SOSWG2-210,4
2023-10-24,SOSWG2-213,2
2023-10-24,SOSWG2-214,0
2023-10-24,SOSWM1-111,2
2023-10-24,SOSWM2-245,2
2023-10-24,SOSWM2-251,10
2023-10-24,SOSWM3-215,7
2023-10-24,SOSWM3-225,1
2023-10-24,SOSWM3-315,20
2023-10-24,SOSWM3-317,10
2023-10-24,SOSWM3-325,4
2023-10-24,SOSWM3-326,1
2023-10-24,SOSWP2-511,20
2023-10-24,SOSWP2-514,10
2023-10-24,SOSWSWA153N,2
2023-10-24,SOSWSWA2040N,1
2023-10-24,SOSWSWA2650,3
2023-10-24,SOSWT1-111,3
2023-10-25,AUACAC24NE,2
2023-10-25,AUACAE15,1
2023-10-25,AUACAE30,1
2023-10-25,AUACAH45,1
2023-10-25,AUACALR4,4
2023-10-25,AUACBD1100,1
2023-10-25,AUACBD850,1
2023-10-25,AUACCRAB02,-2
2023-10-25,AUACEG250,1
2023-10-25,AUACHR42,1
2023-10-25,AUACHULK950,1
2023-10-25,AUACKCP450R,1
2023-10-25,AUACPB400,2
2023-10-25,AUACRIM4F,4
2023-10-25,AUACRIM4Z,8
2023-10-25,AUACSH1000,3
2023-10-25,AUELCR433,25
2023-10-25,AUELMC5,8
2023-10-25,AUELME811,2
2023-10-25,HEELAG114,5
2023-10-25,HEELAG1141,4
2023-10-25,HEELAG1142KIT,10
2023-10-25,HEELAG1165,1
2023-10-25,HEELAG181,1
2023-10-25,HEELAIRKIT5,2
2023-10-25,HEELBV06,1
2023-10-25,HEELCA1024S,3
2023-10-25,HEELCA1510,1
2023-10-25,HEELCA6205,7
2023-10-25,HEELCHS16,15
2023-10-25,HEELEB7056,13
2023-10-25,HEELEB90758,4
2023-10-25,HEELEP181,1
2023-10-25,HEELID600,3
2023-10-25,HEELJS750,17
2023-10-25,HEELMS1021S,2
2023-10-25,HEELPS250,3
2023-10-25,HEELPW1770,4
2023-10-25,HEELPW2275,2
2023-10-25,HEELPW2482,2
2023-10-25,HEELRM9026,21
2023-10-25,HEELSP500,2
2023-10-25,HEELVC0115P,1
2023-10-25,HEELVC0640P,1
2023-10-25,HEELVC2525P,2
2023-10-25,HEELXID20,6
2023-10-25,HEFUBFCD21,1
2023-10-25,HEFUFCD12KIT,103
2023-10-25,HEFUFCD21,2
2023-10-25,HEFUFCS2511,2
2023-10-25,HEFUFD52,4
2023-10-25,HEFUFG71,9
2023-10-25,HEFUFHG18,1
2023-10-25,MADUDG701,1
2023-10-25,SOELCSVM501,9
2023-10-25,SOELCSVM510,1
2023-10-25,SOELCSVM530,3
2023-10-25,SOELCSVM760,2
2023-10-25,SOELSI6140DV,11
2023-10-25,SOELSI7130MP,5
2023-10-25,SOELSI7150DV,4
2023-10-25,SOELSI7160XP,1
2023-10-25,SOELSI7175XP,7
2023-10-25,SOELSI8180MP,7
2023-10-25,SOELSI9180DV,2
2023-10-25,SOELSI9220MP,5
2023-10-25,SOELSI9250DV,4
2023-10-25,SOELSIC40DV,1
2023-10-25,SOFUFW125,3
2023-10-25,SOFUFW161M,1
2023-10-25,SOFUFW181,2
2023-10-25,SOFUFW185,8
2023-10-25,SOFUFW33,19
2023-10-25,SOFUFW81,9
2023-10-25,SOFUFW83,-1
2023-10-25,SOSWC1-611,3
2023-10-25,SOSWC1-651,1
2023-10-25,SOSWG1-110,1
2023-10-25,SOSWG2-210,4
2023-10-25,SOSWG2-213,2
2023-10-25,SOSWG2-214,62
2023-10-25,SOSWM2-211,3
2023-10-25,SOSWM2-214,10
2023-10-25,SOSWM2-245,2
2023-10-25,SOSWM3-215,23
2023-10-25,SOSWM3-225,1
2023-10-25,SOSWM3-315,22
2023-10-25,SOSWM3-317,6
2023-10-25,SOSWM3-325,3
2023-10-25,SOSWP2-513,13
2023-10-25,SOSWP2-514,1
2023-10-25,SOSWP2-515,1
2023-10-25,SOSWP2-516,1
2023-10-25,SOSWP2-517,10
2023-10-25,SOSWP2-518,1
2023-10-25,SOSWSWA153N,2
2023-10-25,SOSWSWA2650,2
2023-10-25,SOSWT1-111,2
2023-10-26,AUAC265,1
2023-10-26,AUAC3-4-1,202
2023-10-26,AUACAE20,15
2023-10-26,AUACAE25,1
2023-10-26,AUACAE30,7
2023-10-26,AUACAH45,5
2023-10-26,AUACALM4,6
2023-10-26,AUACALR4,5
2023-10-26,AUACAR200,1
2023-10-26,AUACAR380,1
2023-10-26,AUACBL05,9
2023-10-26,AUACCH1,15
2023-10-26,AUACEG500,1
2023-10-26,AUACFC351,2
2023-10-26,AUACFENIX600,1
2023-10-26,AUACFX1000,6
2023-10-26,AUACHR42,2
2023-10-26,AUACHULK450,9
2023-10-26,AUACHULK750,6
2023-10-26,AUACHULK950,1
2023-10-26,AUACKCP251C,4
2023-10-26,AUACKCP375C,1
2023-10-26,AUACOP3090W,1
2023-10-26,AUACPB400,1
2023-10-26,AUACRIM4Z,4
2023-10-26,AUACRP120,2
2023-10-26,AUACRT3FX,6
2023-10-26,AUACSB9,1
2023-10-26,AUACSC901,6
2023-10-26,AUACSH1000,5
2023-10-26,AUACV515,2
2023-10-26,AUELCR433,100
2023-10-26,AUELEE16,1
2023-10-26,AUELMC3,1
2023-10-26,AUELME611,17
2023-10-26,HEELAG1141,9
2023-10-26,HEELAG1142KIT,13
2023-10-26,HEELAG230,1
2023-10-26,HEELAIRKIT5,1
2023-10-26,HEELBV06,1
2023-10-26,HEELCA1510,1
2023-10-26,HEELCINPU30410,10
2023-10-26,HEELEB7056,3
2023-10-26,HEELEB90758,3
2023-10-26,HEELEP181,3
2023-10-26,HEELID600,9
2023-10-26,HEELJS750,1
2023-10-26,HEELMS1021S,1
2023-10-26,HEELPW1770,1
2023-10-26,HEELPW2275,3
2023-10-26,HEELPW2482,3
2023-10-26,HEELRM9026,3
2023-10-26,HEELRT1512,1
2023-10-26,HEELSP500,1
2023-10-26,HEELTS255,1
2023-10-26,HEELVC0115P,1
2023-10-26,HEELVC0535P,3
2023-10-26,HEELVC0640P,2
2023-10-26,HEELVC2525P,2
2023-10-26,HEELXAG20,2
2023-10-26,HEELXB0220,1
2023-10-26,HEELXID20,10
2023-10-26,HEFUCBFCD12,2
2023-10-26,HEFUCBFCD21,3
2023-10-26,HEFUFC25,1
2023-10-26,HEFUFCD10,4
2023-10-26,HEFUFCD12KIT,10
2023-10-26,HEFUFCD21,1
2023-10-26,HEFUFD52,2
2023-10-26,HEFUFG71,3
2023-10-26,HEFUFHG18,5
2023-10-26,MAEL2G10I,1
2023-10-26,MAEL2G13,1
2023-10-26,SOELCSVM501,2
2023-10-26,SOELCSVM510,2
2023-10-26,SOELCSVM530,1
2023-10-26,SOELCSVM760,1
2023-10-26,SOELPMS6505,1
2023-10-26,SOELSI6140DV,6
2023-10-26,SOELSI7130MP,3
2023-10-26,SOELSI7160XP,6
2023-10-26,SOELSI7175XP,2
2023-10-26,SOELSI8225AL,1
2023-10-26,SOELSI8300MG,1
2023-10-26,SOFUFW125,1
2023-10-26,SOFUFW185,2
2023-10-26,SOFUFW33,2
2023-10-26,SOFUFW81,2
2023-10-26,SOSWC1-611,3
2023-10-26,SOSWC1-651,3
2023-10-26,SOSWC1-811,1
2023-10-26,SOSWC6-603,2
2023-10-26,SOSWG1-110,1
2023-10-26,SOSWG2-214,6
2023-10-26,SOSWM1-111,1
2023-10-26,SOSWM2-210,10
2023-10-26,SOSWM3-215,12
2023-10-26,SOSWM3-315,5
2023-10-26,SOSWM3-325,1
2023-10-26,SOSWM3-326,2
2023-10-26,SOSWP2-410,5
2023-10-26,SOSWP2-411,5
2023-10-26,SOSWP2-511,11
2023-10-26,SOSWP2-513,2
2023-10-26,SOSWP2-514,1
2023-10-26,SOSWP2-515,2
2023-10-26,SOSWP2-516,10
2023-10-26,SOSWP2-517,10
2023-10-26,SOSWP2-518,2
2023-10-26,SOSWSWA2650,1
2023-10-26,SOSWT1-111,2
2023-10-26,SOSWT1-115,1
2023-10-27,AUAC3-4-1,6
2023-10-27,AUACAE15,14
2023-10-27,AUACAH45,1
2023-10-27,AUACALR4,5
2023-10-27,AUACAR200,2
2023-10-27,AUACBL05,3
2023-10-27,AUACEL12,10
2023-10-27,AUACFX1000,23
2023-10-27,AUACOWL504,6
2023-10-27,AUACPB400,2
2023-10-27,AUACRCBLT3,12
2023-10-27,AUACRIM4F,1
2023-10-27,AUACRT3FX,11
2023-10-27,AUACSH1000,10
2023-10-27,AUACV515,8
2023-10-27,AUELCR433,1
2023-10-27,AUELMC3,1
2023-10-27,AUELME811,1
2023-10-27,HEELAG114,1
2023-10-27,HEELAG1141,1
2023-10-27,HEELAG1142KIT,11
2023-10-27,HEELAG1165,2
2023-10-27,HEELAG181,1
2023-10-27,HEELAIRKIT20,7
2023-10-27,HEELBV06,2
2023-10-27,HEELCA1024S,1
2023-10-27,HEELCA6205,4
2023-10-27,HEELCINPU30410,13
2023-10-27,HEELCS1425,-2
2023-10-27,HEELEB7056,2
2023-10-27,HEELID600,5
2023-10-27,HEELPS250,1
2023-10-27,HEELPS350,1
2023-10-27,HEELPW1770,55
2023-10-27,HEELPW2275,3
2023-10-27,HEELTB500,2
2023-10-27,HEELVC0640P,1
2023-10-27,HEELXID20,2
2023-10-27,HEFUFCD12KIT,2
2023-10-27,HEFUFCD21,1
2023-10-27,HEFUFCS2511,1
2023-10-27,HEFUFD52,1
2023-10-27,HEFUFG71,155
2023-10-27,HEFUFHG18,5
2023-10-27,MADUDG301-A,1
2023-10-27,MADUDG401I,1
2023-10-27,MADUDG701,1
2023-10-27,MAEL2G13,1
2023-10-27,SOELCSVM501,7
2023-10-27,SOELCSVM510,4
2023-10-27,SOELCSVM530,1
2023-10-27,SOELCSVM760,2
2023-10-27,SOELPES6300,3
2023-10-27,SOELPMS6505,1
2023-10-27,SOELSI6140DV,5
2023-10-27,SOELSI7130MP,1
2023-10-27,SOELSI7150DV,1
2023-10-27,SOELSI7175XP,1
2023-10-27,SOELSI7200XP,85
2023-10-27,SOELSI8180MP,1
2023-10-27,SOELSI8300MG,1
2023-10-27,SOELSI9180DV,4
2023-10-27,SOELSI9210DT,2
2023-10-27,SOELSI9220MP,1
2023-10-27,SOFUFW181,3
2023-10-27,SOFUFW33,60
2023-10-27,SOFUFW81,10
2023-10-27,SOSWC1-611,1
2023-10-27,SOSWC1-620,2
2023-10-27,SOSWC1-651,1
2023-10-27,SOSWC1-669,1
2023-10-27,SOSWC1-811,2
2023-10-27,SOSWG2-210,101
2023-10-27,SOSWG2-214,40
2023-10-27,SOSWM1-111,4
2023-10-27,SOSWM2-237,12
2023-10-27,SOSWM2-254,2
2023-10-27,SOSWM2-265,4
2023-10-27,SOSWM3-215,7
2023-10-27,SOSWM3-315,6
2023-10-27,SOSWM3-316,1
2023-10-27,SOSWM3-325,4
2023-10-27,SOSWP2-511,9
2023-10-27,SOSWP2-513,2
2023-10-27,SOSWP2-515,1
2023-10-27,SOSWP2-516,1
2023-10-27,SOSWP2-517,1
2023-10-27,SOSWSWA2057,2
2023-10-27,SOSWSWA2650,5
2023-10-27,SOSWSWA3250,1
2023-10-27,SOSWSWT2045,1
2023-10-27,SOSWT1-111,1
2023-10-27,SOSWT1-115,5
2023-10-28,AUACAE15,20
2023-10-28,AUACAE20,1
2023-10-28,AUACAE30,2
2023-10-28,AUACAL3900U,1
2023-10-28,AUACALR4,5
2023-10-28,AUACAR200,1
2023-10-28,AUACBD1100,1
2023-10-28,AUACBD850,2
2023-10-28,AUACBL05,1
2023-10-28,AUACEL12,1
2023-10-28,AUACFC351,1
2023-10-28,AUACFENIX600,2
2023-10-28,AUACFX1000,2
2023-10-28,AUACPB400,1
2023-10-28,AUACRIM4F,8
2023-10-28,AUACRT3FX,2
2023-10-28,AUACSH1000,11
2023-10-28,AUACSLB220,1
2023-10-28,AUELCR433,3
2023-10-28,AUELME611,2
2023-10-28,HEELAG114,2
2023-10-28,HEELAG1141,2
2023-10-28,HEELAG1142KIT,5
2023-10-28,HEELAG181,1
2023-10-28,HEELAIRKIT5,1
2023-10-28,HEELBV05,1
2023-10-28,HEELCA6205,2
2023-10-28,HEELEB90758,1
2023-10-28,HEELEP181,3
2023-10-28,HEELID600,3
2023-10-28,HEELJS750,1
2023-10-28,HEELPS350,1
2023-10-28,HEELRM9026,1
2023-10-28,HEELSP500,1
2023-10-28,HEELTA550,1
2023-10-28,HEELVC0640P,2
2023-10-28,HEELXAG20,1
2023-10-28,HEELXCB20,1
2023-10-28,HEELXID20,2
2023-10-28,HEFUFCD12KIT,1
2023-10-28,HEFUFHG18,1
2023-10-28,MAEL2G13,1
2023-10-28,SOELCSVM501,1
2023-10-28,SOELCSVM760,1
2023-10-28,SOELSI7130MP,1
2023-10-28,SOELSI9180DV,1
2023-10-28,SOFUFW181,1
2023-10-28,SOFUFW33,1
2023-10-28,SOFUFW83,2
2023-10-28,SOSWC1-811,1
2023-10-28,SOSWG2-214,1
2023-10-28,SOSWM3-215,1
2023-10-28,SOSWP2-410,3
2023-10-28,SOSWP2-411,3
2023-10-28,SOSWP2-513,10
2023-10-28,SOSWP2-516,3
2023-10-28,SOSWP2-518,1
2023-10-28,SOSWPMSW02,1
2023-10-28,SOSWT1-111,1
2023-10-30,AUAC3-4-1,20
2023-10-30,AUACAC24NE,2
2023-10-30,AUACAE20,22
2023-10-30,AUACAE30,24
2023-10-30,AUACAH45,7
2023-10-30,AUACALR4,3
2023-10-30,AUACAR200,2
2023-10-30,AUACAR380,4
2023-10-30,AUACAT42,2
2023-10-30,AUACBD1100,1
2023-10-30,AUACBD850,1
2023-10-30,AUACBL05,6
2023-10-30,AUACCRAB02,3
2023-10-30,AUACCRAB03,3
2023-10-30,AUACEL12,3
2023-10-30,AUACFX1000,36
2023-10-30,AUACHULK450,2
2023-10-30,AUACHULK750,2
2023-10-30,AUACKCP201R,1
2023-10-30,AUACKCP400C,2
2023-10-30,AUACKCP490C,1
2023-10-30,AUACOWL504,6
2023-10-30,AUACOWL608,4
2023-10-30,AUACPB400,17
2023-10-30,AUACRCBLT3,20
2023-10-30,AUACRIM4Z,48
2023-10-30,AUACRP120,42
2023-10-30,AUACRT2415U,2
2023-10-30,AUACRT3FX,16
2023-10-30,AUACSC901,10
2023-10-30,AUACSH1000,19
2023-10-30,AUACSLB220,1
2023-10-30,AUACV515,5
2023-10-30,AUELCR433,17
2023-10-30,AUELEE16,5
2023-10-30,AUELMC3,13
2023-10-30,AUELMC5,7
2023-10-30,AUELME611,2
2023-10-30,AUELME811,5
2023-10-30,HEELAG114,1
2023-10-30,HEELAG1142KIT,19
2023-10-30,HEELAIRKIT5,4
2023-10-30,HEELBV04,1
2023-10-30,HEELCA1012D,7
2023-10-30,HEELCA1024S,14
2023-10-30,HEELCA2542D,3
2023-10-30,HEELCA6205,5
2023-10-30,HEELCA6256,1
2023-10-30,HEELCHS16,7
2023-10-30,HEELEB7056,4
2023-10-30,HEELEP181,2
2023-10-30,HEELID600,5
2023-10-30,HEELJS750,1
2023-10-30,HEELPS250,4
2023-10-30,HEELPS350,4
2023-10-30,HEELPW1770,11
2023-10-30,HEELPW2275,4
2023-10-30,HEELPW2482,1
2023-10-30,HEELRM9026,2
2023-10-30,HEELRT1512,4
2023-10-30,HEELSP500,12
2023-10-30,HEELTA1100,1
2023-10-30,HEELTB500,1
2023-10-30,HEELVC0115P,25
2023-10-30,HEELVC0535P,4
2023-10-30,HEELVC0640P,6
2023-10-30,HEELVC2525P,1
2023-10-30,HEELXB0220,1
2023-10-30,HEELXID20,7
2023-10-30,HEFUBFCD21,3
2023-10-30,HEFUCBFCD21,1
2023-10-30,HEFUFC25,4
2023-10-30,HEFUFCD10,7
2023-10-30,HEFUFCD12KIT,10
2023-10-30,HEFUFCD21,1
2023-10-30,HEFUFCS2511,1
2023-10-30,HEFUFD52,24
2023-10-30,HEFUFG71,23
2023-10-30,HEFUFHG18,33
2023-10-30,MADUDG301-A,2
2023-10-30,MAEL2G950,1
2023-10-30,SOELCSVM501,4
2023-10-30,SOELCSVM510,1
2023-10-30,SOELCSVM530,1
2023-10-30,SOELCSVM750,2
2023-10-30,SOELPES6300,27
2023-10-30,SOELPMS6505,12
2023-10-30,SOELSI6140DV,55
2023-10-30,SOELSI7130MP,8
2023-10-30,SOELSI7160XP,2
2023-10-30,SOELSI7175XP,2
2023-10-30,SOELSI7200XP,6
2023-10-30,SOELSI8180MP,7
2023-10-30,SOELSI9180DV,2
2023-10-30,SOELSI9220DV,2
2023-10-30,SOELSI9220MP,1
2023-10-30,SOFUFW125,2
2023-10-30,SOFUFW181,1
2023-10-30,SOFUFW185,2
2023-10-30,SOFUFW255P,2
2023-10-30,SOFUFW33,23
2023-10-30,SOFUFW50,1
2023-10-30,SOSWC1-611,1
2023-10-30,SOSWC1-651,2
2023-10-30,SOSWC1-811,10
2023-10-30,SOSWC6-603,2
2023-10-30,SOSWG1-110,17
2023-10-30,SOSWG1-114,8
2023-10-30,SOSWM1-111,5
2023-10-30,SOSWM2-235,10
2023-10-30,SOSWM2-251,2
2023-10-30,SOSWM2-252,1
2023-10-30,SOSWM2-254,2
2023-10-30,SOSWM2-265,2
2023-10-30,SOSWM3-215,50
2023-10-30,SOSWM3-315,44
2023-10-30,SOSWM3-316,1
2023-10-30,SOSWM3-325,3
2023-10-30,SOSWM3-326,3
2023-10-30,SOSWM3-327,1
2023-10-30,SOSWP2-511,3
2023-10-30,SOSWP2-513,10
2023-10-30,SOSWP2-516,2
